"131","2","22","248.95","36"
"132","312","35","115.13","99"
"133","172","43","265.06","48"
"134","458","34","312.40","94"
"135","266","27","148.15","30"
"136","182","51","244.21","7"
"137","326","93","158.27","50"
"138","189","2","146.68","77"
"139","192","3","48.73","64"
"140","72","75","219.78","78"
"141","194","46","290.60","96"
"142","451","40","497.24","4"
"143","73","95","462.82","74"
"144","196","13","489.37","1"
"145","18","37","326.04","23"
"146","326","94","373.00","17"
"147","132","97","327.31","10"
"148","109","53","236.00","17"
"149","360","39","50.15","6"
"150","123","88","479.90","9"
"151","57","44","444.54","88"
"152","68","32","13.95","24"
"153","16","11","210.89","43"
"154","438","77","431.99","53"
"155","366","78","490.01","46"
"156","426","83","276.00","68"
"157","106","3","263.52","88"
"158","89","93","335.43","89"
"159","374","25","33.14","78"
"160","43","91","16.07","17"
"161","51","37","442.57","92"
"162","260","62","355.21","34"
"163","88","77","223.20","75"
"164","312","59","282.39","1"
"165","492","91","406.52","80"
"166","472","89","2.42","49"
"167","312","52","457.49","50"
"168","143","36","278.58","78"
"169","12","22","393.98","34"
"170","59","51","368.32","49"
"171","488","72","279.84","54"
"172","292","45","45.75","28"
"173","294","84","168.93","5"
"174","34","96","458.57","59"
"175","365","86","470.78","67"
"176","259","71","80.34","36"
"177","178","63","436.18","34"
"178","493","81","189.21","22"
"179","296","16","491.37","7"
"180","456","14","241.35","51"
"181","361","30","275.31","6"
"182","395","19","222.41","31"
"183","147","59","3.03","52"
"184","290","77","110.96","74"
"185","249","41","37.86","82"
"186","246","13","478.43","18"
"187","400","24","431.96","61"
"188","54","70","282.42","83"
"189","94","99","246.64","1"
"190","467","4","463.05","8"
"191","78","60","198.91","39"
"192","46","43","456.53","50"
"193","161","0","335.46","86"
"194","314","91","306.23","43"
"195","422","93","464.12","1"
"196","338","42","261.50","64"
"197","62","89","215.74","37"
"198","120","22","130.02","41"
"199","394","23","338.35","40"
"200","26","74","240.21","10"
"201","125","87","183.51","40"
"202","31","58","454.28","22"
"203","154","44","129.27","99"
"204","409","1","6.05","87"
"205","414","8","11.33","15"
"206","228","39","7.89","30"
"207","282","78","249.30","55"
"208","320","15","114.62","94"
"209","121","10","354.28","71"
"210","264","88","408.71","96"
"211","472","10","417.08","26"
"212","334","40","121.46","39"
"213","39","90","360.08","26"
"214","419","27","444.14","64"
"215","247","72","430.28","44"
"216","296","46","285.96","92"
"217","46","46","185.41","39"
"218","41","75","168.48","56"
"219","383","0","325.98","16"
"220","455","35","350.91","1"
"221","44","7","327.82","41"
"222","439","4","336.30","78"
"223","282","63","51.12","30"
"224","239","96","75.88","30"
"225","226","47","175.61","63"
"226","210","72","481.33","82"
"227","138","40","239.14","75"
"228","129","32","49.88","69"
"229","39","22","434.25","84"
"230","340","65","262.66","65"
"231","118","4","351.48","24"
"232","162","61","363.00","5"
"233","151","25","418.62","24"
"234","297","67","148.33","0"
"235","485","67","35.53","70"
"236","228","68","3.80","57"
"237","330","73","426.16","24"
"238","309","43","198.97","67"
"239","44","29","365.23","3"
"240","186","1","382.33","22"
"241","317","25","195.93","64"
"242","242","45","68.59","59"
"243","364","25","131.76","96"
"244","150","46","392.92","38"
"245","319","45","89.63","25"
"246","385","91","377.49","13"
"247","108","51","224.45","57"
"248","238","32","478.62","43"
"249","67","84","110.84","94"
"250","84","68","422.03","83"
"251","244","50","135.06","12"
"252","395","73","377.78","79"
"253","79","75","448.64","90"
"254","86","76","392.84","81"
"255","135","26","115.48","8"
"256","244","78","365.21","24"
"257","246","59","426.19","41"
"258","127","81","420.24","57"
"259","59","60","312.34","84"
"260","241","54","221.11","90"
"261","94","42","88.41","56"
"262","385","56","11.78","33"
"263","121","59","438.51","11"
"264","469","38","193.26","52"
"265","281","28","455.92","91"
"266","352","19","261.82","16"
"267","349","2","327.76","32"
"268","484","64","333.25","94"
"269","101","85","325.71","1"
"270","242","19","353.65","22"
"271","168","57","142.05","6"
"272","115","5","418.65","72"
"273","270","59","163.55","13"
"274","271","61","257.30","93"
"275","241","89","224.93","33"
"276","447","47","323.50","75"
"277","315","76","446.63","92"
"278","141","86","126.59","65"
"279","339","15","433.66","93"
"280","25","14","89.23","85"
"281","435","93","109.06","50"
"282","227","92","263.60","42"
"283","121","25","116.85","8"
"284","220","22","323.55","76"
"285","120","10","405.01","63"
"286","257","17","175.42","54"
"287","268","12","166.12","80"
"288","419","84","198.29","50"
"289","237","5","336.65","94"
"290","123","78","163.88","30"
"291","23","40","175.04","7"
"292","482","57","347.54","10"
"293","34","45","84.75","91"
"294","208","4","372.03","37"
"295","491","53","393.47","83"
"296","180","41","234.69","67"
"297","325","44","247.87","40"
"298","439","45","406.72","73"
"299","490","43","281.30","54"
"300","424","0","267.99","18"
"301","120","77","201.02","46"
"302","174","51","342.90","13"
"303","199","58","173.16","86"
"304","485","50","238.08","59"
"305","281","24","18.46","91"
"306","441","58","279.50","97"
"307","113","50","374.97","73"
"308","468","60","454.17","42"
"309","421","99","355.47","22"
"310","224","65","156.09","43"
"311","212","36","128.97","85"
"312","428","69","37.70","78"
"313","355","30","398.69","95"
"314","74","69","414.56","79"
"315","480","98","67.35","21"
"316","499","85","327.35","50"
"317","239","62","343.40","79"
"318","481","11","428.08","69"
"319","293","23","90.98","37"
"320","7","95","316.08","39"
"321","245","72","403.07","72"
"322","426","37","437.35","65"
"323","43","29","76.19","52"
"324","257","26","188.44","92"
"325","490","70","490.43","4"
"326","61","17","33.33","27"
"327","239","67","455.62","6"
"328","153","53","319.56","45"
"329","42","31","369.51","78"
"330","348","40","492.03","4"
"331","97","32","11.51","36"
"332","225","28","225.04","94"
"333","45","23","249.16","53"
"334","441","73","371.07","38"
"335","175","82","493.16","97"
"336","46","4","131.13","32"
"337","317","82","68.49","67"
"338","469","18","433.33","88"
"339","208","67","39.26","99"
"340","397","25","21.87","54"
"341","219","12","300.77","94"
"342","476","56","380.05","15"
"343","290","51","162.93","3"
"344","378","39","412.95","39"
"345","229","94","466.28","22"
"346","58","47","229.39","18"
"347","483","83","364.63","95"
"348","313","49","134.86","17"
"349","399","33","478.75","64"
"350","446","3","392.33","90"
"351","375","40","412.14","23"
"352","108","12","320.72","7"
"353","357","97","190.32","50"
"354","264","67","229.45","66"
"355","432","49","400.07","61"
"356","240","93","352.34","5"
"357","85","55","488.09","84"
"358","215","36","113.76","69"
"359","21","27","53.85","90"
"360","30","98","48.11","21"
"361","4","66","257.42","22"
"362","68","58","160.80","41"
"363","196","32","494.58","34"
"364","258","12","12.90","53"
"365","498","98","387.70","42"
"366","199","34","81.38","29"
"367","263","77","210.93","1"
"368","393","82","64.01","5"
"369","120","73","42.23","11"
"370","201","65","181.84","5"
"371","85","84","436.50","54"
"372","337","39","392.85","6"
"373","74","78","336.29","10"
"374","44","85","466.78","87"
"375","82","11","367.84","70"
"376","119","58","447.53","94"
"377","349","12","410.41","59"
"378","497","96","24.87","63"
"379","405","9","62.57","5"
"380","385","58","396.78","10"
"381","286","45","89.86","72"
"382","133","77","232.09","26"
"383","234","66","434.30","7"
"384","398","95","338.65","83"
"385","220","62","457.11","15"
"386","105","17","9.98","79"
"387","244","81","104.55","19"
"388","469","63","218.08","45"
"389","30","91","167.26","3"
"390","143","59","474.41","51"
"391","195","19","380.93","20"
"392","488","17","38.08","45"
"393","328","8","390.96","85"
"394","22","97","361.67","94"
"395","375","94","273.35","65"
"396","212","47","342.21","70"
"397","267","10","147.21","24"
"398","406","11","491.56","39"
"399","325","39","382.48","48"
"400","58","48","94.03","50"
"401","136","55","493.99","75"
"402","90","41","452.82","21"
"403","154","96","304.01","48"
"404","268","42","341.91","13"
"405","265","13","181.41","94"
"406","78","12","468.63","64"
"407","296","54","209.53","4"
"408","229","23","208.30","59"
"409","234","82","494.25","47"
"410","368","6","142.52","8"
"411","497","78","309.89","7"
"412","319","81","53.08","59"
"413","308","23","6.73","5"
"414","118","4","323.72","13"
"415","294","46","54.78","49"
"416","212","8","128.22","79"
"417","82","25","219.85","11"
"418","460","48","321.77","100"
"419","299","0","145.32","86"
"420","184","84","338.71","37"
"421","300","86","252.24","96"
"422","328","2","350.60","64"
"423","104","98","259.92","12"
"424","120","3","122.72","24"
"425","405","12","454.71","76"
"426","409","43","168.36","34"
"427","230","59","136.46","44"
"428","385","55","36.63","44"
"429","313","60","352.05","74"
"430","263","51","245.31","84"
"431","266","12","121.96","7"
"432","194","13","226.31","80"
"433","132","54","56.91","78"
"434","185","25","327.93","92"
"435","271","33","90.15","64"
"436","366","89","188.71","43"
"437","383","56","285.91","53"
"438","320","76","39.91","37"
"439","152","49","9.93","54"
"440","0","19","358.14","73"
"441","250","69","47.11","63"
"442","446","31","208.49","21"
"443","137","76","370.01","67"
"444","203","57","378.31","52"
"445","155","48","318.51","82"
"446","449","92","254.07","3"
"447","390","57","155.86","10"
"448","200","88","392.87","72"
"449","230","17","45.27","98"
"450","458","57","237.00","97"
"451","338","8","121.01","60"
"452","325","32","201.71","1"
"453","190","2","261.62","39"
"454","403","43","209.37","74"
"455","245","29","195.09","72"
"456","393","87","133.04","28"
"457","394","59","8.29","17"
"458","363","94","404.31","11"
"459","445","73","173.24","76"
"460","4","72","205.87","16"
"461","153","30","470.41","14"
"462","452","33","21.25","37"
"463","385","52","112.93","70"
"464","230","22","137.78","35"
"465","80","12","77.26","2"
"466","156","44","132.22","87"
"467","51","12","177.73","40"
"468","310","44","275.84","5"
"469","286","85","390.33","70"
"470","46","86","296.14","12"
"471","106","71","220.14","53"
"472","442","87","414.17","65"
"473","241","54","415.54","70"
"474","55","58","145.22","86"
"475","417","29","94.25","84"
"476","36","74","440.21","38"
"477","327","14","99.76","54"
"478","241","0","381.25","14"
"479","368","35","63.59","45"
"480","28","70","296.52","44"
"481","424","37","168.25","46"
"482","386","96","230.35","51"
"483","467","67","80.73","52"
"484","412","14","259.64","81"
"485","121","99","35.75","14"
"486","10","6","289.97","46"
"487","352","51","71.41","75"
"488","43","85","131.73","36"
"489","352","91","43.49","58"
"490","193","4","25.20","9"
"491","248","80","373.88","91"
"492","263","80","229.82","77"
"493","278","35","419.14","25"
"494","180","32","9.70","87"
"495","28","9","213.18","52"
"496","342","48","488.10","82"
"497","432","32","134.10","24"
"498","179","27","441.38","82"
"499","232","31","67.22","87"
"500","365","37","461.03","43"
"501","169","23","92.76","25"
"502","407","41","65.69","58"
"503","391","79","389.11","32"
"504","441","43","484.53","96"
"505","413","71","3.05","100"
"506","383","32","224.88","60"
"507","143","95","221.01","52"
"508","304","28","365.17","60"
"509","491","54","253.65","16"
"510","260","85","488.37","45"
"511","294","66","390.69","94"
"512","494","24","373.79","72"
"513","64","57","449.33","88"
"514","456","56","475.33","46"
"515","182","77","50.68","28"
"516","77","85","441.63","56"
"517","312","52","291.28","68"
"518","28","6","383.57","89"
"519","423","21","151.53","97"
"520","153","45","447.06","92"
"521","349","7","348.00","76"
"522","404","5","461.49","30"
"523","248","21","434.32","65"
"524","455","14","133.77","96"
"525","150","73","166.19","52"
"526","185","92","123.21","75"
"527","201","59","153.33","82"
"528","413","70","105.09","96"
"529","387","46","31.51","37"
"530","14","90","499.94","74"
"531","405","89","146.12","0"
"532","58","76","373.22","33"
"533","298","27","421.43","42"
"534","483","9","154.34","77"
"535","33","32","12.72","20"
"536","385","51","455.98","11"
"537","308","8","260.37","51"
"538","296","20","248.50","58"
"539","103","67","218.70","98"
"540","133","6","477.10","14"
"541","51","46","172.76","95"
"542","217","50","238.52","36"
"543","195","4","295.15","34"
"544","238","6","409.36","90"
"545","141","87","470.30","20"
"546","11","57","13.33","59"
"547","285","22","401.03","13"
"548","219","53","481.60","6"
"549","303","24","40.41","95"
"550","322","5","235.39","94"
"551","43","94","92.94","27"
"552","250","18","10.60","39"
"553","121","63","405.17","61"
"554","275","30","162.36","1"
"555","295","42","352.97","39"
"556","333","8","36.92","29"
"557","400","29","24.73","65"
"558","72","96","276.35","79"
"559","130","33","284.14","99"
"560","16","25","384.91","77"
"561","216","81","98.69","19"
"562","444","21","325.80","79"
"563","239","78","414.80","77"
"564","253","25","119.89","4"
"565","348","51","250.44","53"
"566","119","6","149.47","79"
"567","289","21","149.14","61"
"568","458","15","353.58","45"
"569","155","80","155.89","62"
"570","322","46","264.27","6"
"571","160","60","185.07","38"
"572","438","81","355.49","1"
"573","98","31","168.42","53"
"574","171","86","334.64","14"
"575","19","55","446.78","36"
"576","187","60","240.34","17"
"577","332","83","8.94","19"
"578","475","32","368.46","82"
"579","476","1","443.25","4"
"580","236","16","479.77","88"
"581","417","30","339.73","30"
"582","388","84","46.38","80"
"583","488","63","268.46","6"
"584","468","75","105.80","88"
"585","137","52","158.09","93"
"586","388","68","363.26","93"
"587","302","45","372.21","12"
"588","42","56","344.87","83"
"589","414","19","376.23","68"
"590","191","13","302.90","19"
"591","379","76","387.83","28"
"592","152","79","469.86","27"
"593","25","49","354.78","14"
"594","327","99","409.47","48"
"595","75","12","175.89","60"
"596","49","81","187.25","97"
"597","323","70","99.81","77"
"598","86","24","28.74","29"
"599","459","43","159.29","75"
"600","252","9","155.36","47"
"601","326","49","14.26","92"
"602","303","32","23.72","7"
"603","342","6","147.24","40"
"604","338","34","161.84","77"
"605","473","25","74.75","27"
"606","392","96","496.20","78"
"607","345","24","156.92","45"
"608","330","6","361.60","42"
"609","247","82","64.86","82"
"610","368","20","489.84","46"
"611","261","16","6.12","93"
"612","10","34","49.05","53"
"613","224","75","144.18","12"
"614","198","74","61.40","38"
"615","14","91","47.82","59"
"616","385","0","229.75","18"
"617","489","12","49.01","23"
"618","127","24","458.26","35"
"619","291","53","222.41","57"
"620","399","65","232.41","59"
"621","240","55","338.02","89"
"622","375","15","498.93","24"
"623","82","78","1.94","39"
"624","62","9","69.86","20"
"625","88","86","440.43","76"
"626","408","20","218.76","49"
"627","74","85","301.05","55"
"628","461","12","77.62","82"
"629","122","76","311.00","5"
"630","39","23","285.64","100"
"631","202","5","35.34","18"
"632","349","16","363.42","42"
"633","22","31","148.25","69"
"634","17","77","288.95","87"
"635","131","52","331.55","43"
"636","144","32","412.80","71"
"637","227","95","86.50","98"
"638","377","45","127.59","3"
"639","68","90","32.65","14"
"640","108","63","494.05","78"
"641","267","79","57.62","83"
"642","216","69","141.17","33"
"643","452","38","167.42","26"
"644","416","67","41.82","45"
"645","161","6","25.41","60"
"646","196","94","271.72","33"
"647","14","56","86.69","59"
"648","441","87","279.34","13"
"649","474","24","45.82","42"
"650","341","42","371.07","98"
"651","228","95","1.96","9"
"652","483","7","357.28","24"
"653","185","50","497.11","26"
"654","22","79","370.81","16"
"655","155","51","141.22","43"
"656","6","25","330.88","30"
"657","21","95","16.99","6"
"658","36","39","449.12","64"
"659","374","99","362.95","82"
"660","145","15","471.38","76"
"661","427","14","374.57","91"
"662","322","45","40.19","89"
"663","318","93","157.70","14"
"664","222","58","166.63","57"
"665","119","78","231.80","54"
"666","471","76","457.27","56"
"667","334","30","291.15","57"
"668","42","46","55.34","32"
"669","198","48","43.89","61"
"670","126","42","366.00","45"
"671","390","52","99.52","36"
"672","404","83","304.76","84"
"673","110","48","396.60","32"
"674","339","3","140.17","15"
"675","75","9","481.44","37"
"676","463","61","341.07","53"
"677","408","93","28.27","96"
"678","176","78","167.80","40"
"679","170","78","224.72","89"
"680","97","68","398.23","2"
"681","358","37","315.73","95"
"682","326","11","252.52","58"
"683","365","51","364.98","55"
"684","204","66","51.81","19"
"685","189","73","353.08","83"
"686","83","60","196.85","44"
"687","119","30","295.23","83"
"688","59","30","157.08","29"
"689","327","52","205.57","22"
"690","434","18","404.75","71"
"691","85","86","198.00","29"
"692","348","92","483.76","44"
"693","368","61","475.95","75"
"694","219","38","276.75","78"
"695","429","98","446.51","48"
"696","100","41","402.94","8"
"697","448","61","79.35","80"
"698","202","72","186.60","43"
"699","301","69","385.15","84"
"700","216","4","411.18","76"
"701","190","39","278.94","91"
"702","269","19","220.55","53"
"703","239","86","454.50","40"
"704","366","62","448.80","82"
"705","79","11","61.86","23"
"706","237","4","311.18","38"
"707","421","5","337.06","70"
"708","376","11","214.94","92"
"709","446","58","412.53","61"
"710","145","82","68.53","33"
"711","466","33","261.13","10"
"712","425","53","494.92","85"
"713","475","19","206.31","88"
"714","148","13","217.82","6"
"715","492","25","249.07","40"
"716","123","99","477.71","41"
"717","115","14","488.37","67"
"718","250","96","231.91","31"
"719","393","20","118.90","19"
"720","165","33","65.12","12"
"721","118","32","451.89","1"
"722","445","68","125.78","72"
"723","109","89","148.97","91"
"724","5","6","195.31","57"
"725","5","50","123.20","25"
"726","216","44","69.83","69"
"727","300","28","234.15","26"
"728","251","48","422.79","79"
"729","126","86","18.03","13"
"730","421","7","372.43","37"
"731","169","57","459.65","13"
"732","402","32","234.80","70"
"733","262","42","276.63","79"
"734","298","82","179.89","58"
"735","140","25","422.45","19"
"736","107","17","86.66","93"
"737","479","70","165.96","77"
"738","385","74","339.56","70"
"739","87","8","210.98","75"
"740","297","22","452.56","37"
"741","458","51","4.25","30"
"742","496","2","442.03","27"
"743","257","25","277.50","12"
"744","437","61","223.92","99"
"745","80","60","185.04","45"
"746","480","13","51.74","59"
"747","318","99","477.34","62"
"748","486","89","66.76","14"
"749","116","30","279.40","38"
"750","259","45","332.74","5"
"751","219","27","20.48","37"
"752","35","60","415.70","83"
"753","413","44","304.90","23"
"754","52","14","263.31","0"
"755","233","81","423.78","65"
"756","444","97","95.81","64"
"757","91","57","91.62","62"
"758","171","10","194.73","19"
"759","164","56","139.78","64"
"760","444","68","495.32","18"
"761","364","7","25.00","40"
"762","490","83","3.04","81"
"763","456","2","203.06","11"
"764","201","64","256.07","56"
"765","351","75","100.97","68"
"766","297","51","180.13","56"
"767","294","1","35.23","87"
"768","203","97","250.70","89"
"769","115","22","254.24","55"
"770","313","87","415.70","10"
"771","152","2","198.82","29"
"772","28","98","292.03","0"
"773","479","70","430.24","54"
"774","121","53","482.10","99"
"775","133","82","231.56","65"
"776","350","35","104.45","40"
"777","229","13","427.58","93"
"778","8","42","5.69","83"
"779","134","77","301.41","52"
"780","290","53","266.79","61"
"781","93","15","324.01","96"
"782","390","25","277.98","47"
"783","444","50","255.57","2"
"784","442","63","219.82","18"
"785","149","96","318.27","69"
"786","262","19","83.41","41"
"787","298","85","369.45","37"
"788","77","86","450.24","68"
"789","381","84","229.09","82"
"790","383","48","275.04","8"
"791","393","99","212.12","26"
"792","389","11","151.53","62"
"793","51","22","348.51","54"
"794","482","43","286.58","29"
"795","315","89","370.60","12"
"796","126","54","308.44","14"
"797","339","89","156.10","29"
"798","327","59","107.65","84"
"799","2","42","44.57","53"
"800","142","78","339.94","72"
"801","287","85","56.76","51"
"802","251","92","183.87","22"
"803","376","82","177.68","9"
"804","355","56","165.57","90"
"805","368","22","403.00","90"
"806","297","33","204.54","63"
"807","108","23","266.21","67"
"808","216","60","278.57","55"
"809","213","77","84.46","18"
"810","353","84","76.92","25"
"811","362","57","43.00","30"
"812","490","94","209.05","58"
"813","154","80","188.93","91"
"814","337","10","5.86","81"
"815","182","59","293.97","17"
"816","32","11","137.99","96"
"817","388","90","124.72","41"
"818","459","20","19.76","56"
"819","421","7","498.44","27"
"820","65","7","62.55","59"
"821","62","98","177.52","89"
"822","81","2","157.16","2"
"823","296","22","338.33","7"
"824","260","48","438.17","12"
"825","297","44","68.45","48"
"826","109","18","492.17","3"
"827","316","72","136.34","5"
"828","33","50","443.06","20"
"829","99","7","325.77","87"
"830","119","97","16.66","100"
"831","305","3","432.41","30"
"832","491","13","263.70","21"
"833","218","29","150.43","18"
"834","216","42","445.25","96"
"835","155","34","333.35","39"
"836","156","71","497.71","96"
"837","340","29","338.47","49"
"838","342","5","110.58","51"
"839","52","5","458.91","57"
"840","13","32","491.48","82"
"841","217","10","269.50","53"
"842","407","13","118.50","45"
"843","147","11","417.70","1"
"844","406","79","309.25","47"
"845","294","83","0.28","10"
"846","293","59","186.41","44"
"847","252","56","164.45","96"
"848","263","87","321.52","84"
"849","280","85","182.50","86"
"850","167","13","348.59","13"
"851","158","50","188.68","90"
"852","80","26","200.05","100"
"853","294","47","311.46","41"
"854","201","60","52.11","32"
"855","201","32","326.53","26"
"856","162","9","64.87","29"
"857","154","84","333.42","6"
"858","429","68","106.98","37"
"859","311","76","260.78","86"
"860","162","51","98.06","91"
"861","334","41","69.63","32"
"862","372","91","390.92","75"
"863","291","88","14.19","94"
"864","489","10","254.55","38"
"865","448","73","408.87","8"
"866","298","51","75.71","8"
"867","73","80","13.52","82"
"868","161","44","60.55","3"
"869","218","67","162.07","39"
"870","152","99","163.51","73"
"871","493","1","399.92","14"
"872","86","97","246.13","81"
"873","139","61","150.10","97"
"874","466","93","47.61","73"
"875","157","63","265.80","84"
"876","104","90","410.89","84"
"877","460","81","337.99","87"
"878","95","52","47.78","5"
"879","403","92","453.71","29"
"880","363","8","273.55","79"
"881","403","28","389.89","76"
"882","235","53","231.15","39"
"883","306","83","191.40","38"
"884","19","94","214.76","60"
"885","313","15","132.55","25"
"886","206","12","197.64","85"
"887","494","5","220.38","59"
"888","466","89","396.68","67"
"889","96","98","40.35","17"
"890","132","77","351.63","91"
"891","68","68","498.15","91"
"892","24","20","440.96","61"
"893","148","16","355.22","2"
"894","475","66","374.58","28"
"895","274","41","174.25","64"
"896","48","95","266.83","74"
"897","347","11","284.77","27"
"898","52","51","91.23","17"
"899","442","54","384.58","42"
"900","470","97","253.24","31"
"901","217","40","67.75","65"
"902","351","93","390.91","82"
"903","280","63","161.60","80"
"904","61","59","15.95","25"
"905","383","91","134.24","27"
"906","418","12","16.84","59"
"907","325","63","385.51","44"
"908","302","99","390.69","54"
"909","59","23","458.22","32"
"910","451","1","379.05","93"
"911","393","36","386.88","0"
"912","213","42","44.99","67"
"913","33","88","83.82","44"
"914","251","35","153.42","7"
"915","438","78","353.95","27"
"916","357","56","217.29","30"
"917","239","61","210.83","96"
"918","396","4","483.68","99"
"919","414","38","159.73","27"
"920","182","65","459.06","51"
"921","90","28","274.01","8"
"922","459","2","63.13","4"
"923","326","15","351.88","77"
"924","100","56","394.90","70"
"925","155","55","177.82","23"
"926","48","40","42.00","27"
"927","92","56","5.40","86"
"928","203","95","80.83","54"
"929","232","11","96.39","30"
"930","469","20","301.72","80"
"931","205","61","208.52","72"
"932","240","20","357.11","69"
"933","247","77","95.14","73"
"934","432","84","316.28","54"
"935","136","17","137.89","67"
"936","199","40","135.42","3"
"937","326","20","497.47","87"
"938","287","66","336.08","41"
"939","19","19","53.44","21"
"940","77","4","128.13","55"
"941","422","70","500.02","75"
"942","185","61","218.99","45"
"943","348","27","355.84","56"
"944","133","73","474.73","47"
"945","153","74","363.03","31"
"946","44","4","141.26","88"
"947","194","93","290.91","38"
"948","432","88","204.93","82"
"949","423","53","47.69","70"
"950","81","86","250.11","54"
"951","259","11","14.62","36"
"952","359","64","171.70","62"
"953","237","41","21.10","45"
"954","206","3","396.01","60"
"955","26","91","440.42","14"
"956","231","59","458.56","11"
"957","133","75","426.96","65"
"958","415","45","268.78","38"
"959","357","12","456.34","22"
"960","258","31","268.52","23"
"961","329","75","84.92","66"
"962","252","69","442.11","43"
"963","414","3","311.03","38"
"964","390","29","302.92","14"
"965","97","35","123.10","5"
"966","204","47","3.49","37"
"967","68","92","422.46","62"
"968","138","86","72.16","7"
"969","31","92","482.14","23"
"970","315","28","140.28","65"
"971","458","58","60.45","35"
"972","111","10","263.64","15"
"973","4","77","480.95","68"
"974","489","46","358.96","70"
"975","355","49","418.92","19"
"976","332","61","462.44","39"
"977","213","21","178.65","18"
"978","153","0","434.39","38"
"979","426","1","54.52","0"
"980","174","62","92.63","73"
"981","90","64","191.21","28"
"982","464","21","260.60","36"
"983","409","78","462.39","44"
"984","175","14","281.76","16"
"985","408","79","297.17","82"
"986","248","82","128.28","15"
"987","417","15","50.21","85"
"988","298","97","149.90","0"
"989","55","37","87.11","93"
"990","498","15","24.78","50"
"991","11","81","411.58","36"
"992","492","19","182.07","32"
"993","288","33","333.30","22"
"994","61","73","8.04","79"
"995","173","59","150.12","22"
"996","284","47","26.51","88"
"997","441","18","54.33","3"
"998","225","79","214.91","89"
"999","487","17","430.82","19"
