"40","11","12","1"
"60","1677","18","1"
"95","214","16","1"
"31","415","26","1"
"15","1686","4","1"
"80","712","33","1"
"89","1148","36","1"
"51","512","35","1"
"22","961","61","1"
"58","1219","4","1"
"63","39","1","1"
"83","805","79","1"
"47","299","44","1"
"37","893","1","1"
"25","1535","7","1"
"98","1044","10","1"
"94","1973","26","1"
"78","1884","49","1"
"96","1208","34","1"
"79","570","1","1"
"81","1673","24","1"
"11","827","3","1"
"41","1587","32","1"
"34","750","4","1"
"88","1976","56","1"
"21","219","14","1"
"96","1679","5","1"
"29","471","19","1"
"24","140","7","1"
"23","566","44","1"
"6","66","1","1"
"94","1284","9","1"
"59","1634","6","1"
"58","1063","8","1"
"3","1733","28","1"
"40","1204","11","1"
"75","10","40","1"
"73","1556","21","1"
"29","743","9","1"
"39","1929","1","1"
"16","1840","52","1"
"48","1254","19","1"
"75","1952","33","1"
"53","1594","38","1"
"39","1620","19","1"
"85","1906","4","1"
"44","1891","6","1"
"12","1721","30","1"
"12","961","41","1"
"35","1101","2","1"
"37","1720","22","1"
"12","193","31","1"
"94","1954","27","1"
"24","1422","53","1"
"35","759","46","1"
"56","1863","21","1"
"2","749","6","1"
"6","1619","39","1"
"59","6","95","1"
"31","1855","21","1"
"93","500","14","1"
"15","648","9","1"
"23","983","21","1"
"56","123","8","1"
"30","849","16","1"
"77","1008","1","1"
"14","1834","14","1"
"45","218","47","1"
"23","218","45","1"
"37","77","25","1"
"28","1732","42","1"
"76","1751","1","1"
"92","1900","6","1"
"47","1332","90","1"
"81","860","66","1"
"16","628","50","1"
"16","901","11","1"
"51","212","25","1"
"34","1236","56","1"
"7","1336","12","1"
"22","1132","17","1"
"17","382","13","1"
"9","1607","25","1"
"64","1299","33","1"
"36","1870","27","1"
"92","420","20","1"
"54","1939","26","1"
"60","1326","16","1"
"61","847","76","1"
"94","1405","44","1"
"68","421","84","1"
"93","1644","3","1"
"41","1744","2","1"
"26","1548","18","1"
"18","505","52","1"
"47","785","14","1"
"55","25","1","1"
"95","1169","16","1"
"76","184","5","1"
"38","692","8","1"
"40","1518","28","1"
"40","1560","28","1"
"83","1876","70","1"
"61","1294","1","1"
"94","1280","9","1"
"58","139","22","1"
"43","603","26","1"
"24","1326","14","1"
"20","896","8","1"
"59","36","16","1"
"8","849","20","1"
"36","1389","52","1"
"6","1311","1","1"
"26","707","20","1"
"26","527","46","1"
"48","496","52","1"
"38","1736","91","1"
"60","685","53","1"
"36","1865","40","1"
"95","563","65","1"
"8","1055","5","1"
"10","138","55","1"
"59","249","48","1"
"79","789","65","1"
"16","177","6","1"
"63","1625","16","1"
"63","240","3","1"
"10","1175","56","1"
"62","92","23","1"
"92","1377","3","1"
"79","112","54","1"
"20","221","9","1"
"10","453","37","1"
"52","1877","54","1"
"79","1465","65","1"
"94","1522","7","1"
"69","1154","2","1"
"75","1220","6","1"
"44","1961","52","1"
"83","1018","65","1"
"20","1876","10","1"
"38","385","3","1"
"31","182","5","1"
"47","1471","27","1"
"1","1556","6","1"
"29","644","40","1"
"70","1674","42","1"
"12","272","52","1"
"16","479","17","1"
"64","1259","53","1"
"37","1149","7","1"
"22","712","27","1"
"78","1655","12","1"
"2","1748","6","1"
"67","850","8","1"
"14","348","9","1"
"55","668","14","1"
"50","547","9","1"
"82","1386","10","1"
"8","50","25","1"
"73","1656","13","1"
"34","758","1","1"
"2","1648","5","1"
"12","713","72","1"
"58","87","6","1"
"71","1287","45","1"
"72","777","80","1"
"10","1275","42","1"
"28","1568","24","1"
"85","1007","48","1"
"52","1260","4","1"
"14","454","62","1"
"51","1996","36","1"
"49","1551","47","1"
"12","1714","36","1"
"34","1439","40","1"
"66","964","12","1"
"15","1935","19","1"
"42","560","16","1"
"22","1518","11","1"
"54","165","45","1"
"12","500","35","1"
"38","690","10","1"
"56","571","37","1"
"94","1694","18","1"
"26","468","4","1"
"8","1710","45","1"
"51","1670","27","1"
"95","788","16","1"
"88","964","13","1"
"98","1077","40","1"
"78","904","4","1"
"2","1121","27","1"
"39","881","29","1"
"70","1435","8","1"
"45","1299","15","1"
"50","1168","20","1"
"30","1849","41","1"
"3","517","67","1"
"55","31","4","1"
"66","1356","54","1"
"25","505","54","1"
"60","727","17","1"
"28","842","30","1"
"55","272","50","1"
"57","530","59","1"
"79","1402","2","1"
"84","1926","45","1"
"19","1274","24","1"
"57","1005","50","1"
"43","1523","7","1"
"56","715","9","1"
"94","1534","4","1"
"11","1092","21","1"
"44","372","1","1"
"44","811","10","1"
"76","192","45","1"
"57","1271","33","1"
"69","1093","8","1"
"70","1822","28","1"
"58","1136","31","1"
"13","551","25","1"
"38","448","28","1"
"31","159","4","1"
"0","844","35","1"
"60","1054","41","1"
"93","1521","28","1"
"60","1778","83","1"
"67","1791","2","1"
"14","1730","23","1"
"19","1912","2","1"
"62","1244","55","1"
"95","1179","56","1"
"48","835","16","1"
"77","1783","49","1"
"94","537","50","1"
"90","1413","13","1"
"90","283","5","1"
"9","869","2","1"
"39","1473","4","1"
"96","25","5","1"
"75","1525","81","1"
"39","1960","5","1"
"75","1153","35","1"
"43","298","43","1"
"75","194","34","1"
"44","1876","67","1"
"35","1594","34","1"
"11","1535","6","1"
"4","116","36","1"
"10","1820","5","1"
"59","621","61","1"
"81","958","13","1"
"42","1079","27","1"
"32","269","1","1"
"83","1622","16","1"
"20","454","18","1"
"54","1887","19","1"
"30","26","5","1"
"8","1930","26","1"
"38","1809","63","1"
"12","1384","18","1"
"2","434","90","1"
"37","782","12","1"
"21","558","10","1"
"35","1672","67","1"
"5","1518","36","1"
"27","1945","36","1"
"48","144","1","1"
"74","161","15","1"
"61","118","4","1"
"4","275","27","1"
"81","690","25","1"
"25","415","38","1"
"61","15","62","1"
"48","285","21","1"
"83","240","3","1"
"5","560","45","1"
"4","1641","1","1"
"40","1546","26","1"
"60","851","11","1"
"73","800","71","1"
"37","1392","9","1"
"0","1028","18","1"
"95","1838","33","1"
"99","1955","11","1"
"48","1451","77","1"
"4","507","37","1"
"81","289","63","1"
"50","1074","36","1"
"0","1653","5","1"
"29","1111","38","1"
"83","974","45","1"
"51","933","36","1"
"79","1697","2","1"
"27","1778","84","1"
"61","980","41","1"
"51","1581","51","1"
"77","1184","54","1"
"13","1197","10","1"
"60","1247","16","1"
"60","1094","31","1"
"74","1137","1","1"
"65","1421","28","1"
"72","1898","24","1"
"15","907","19","1"
"80","938","7","1"
"99","1084","17","1"
"31","535","5","1"
"68","1805","28","1"
"68","668","23","1"
"37","335","53","1"
"16","1620","7","1"
"72","599","46","1"
"86","859","71","1"
"44","750","3","1"
"29","420","26","1"
"77","1174","20","1"
"10","1617","66","1"
"75","752","69","1"
"47","1968","1","1"
"30","1497","28","1"
"21","1997","22","1"
"88","1603","7","1"
"63","1290","53","1"
"69","576","16","1"
"0","1650","6","1"
"58","446","2","1"
"20","403","19","1"
"94","1177","71","1"
"71","1785","13","1"
"44","1309","1","1"
"96","116","7","1"
"69","854","5","1"
"54","783","1","1"
"45","365","38","1"
"24","1405","29","1"
"31","1041","7","1"
"62","308","4","1"
"81","898","4","1"
"90","516","13","1"
"68","1438","2","1"
"18","255","4","1"
"7","315","2","1"
"30","1222","19","1"
"6","80","9","1"
"1","364","33","1"
"41","1562","38","1"
"47","1147","31","1"
"79","1551","17","1"
"24","1240","55","1"
"75","1794","84","1"
"2","111","57","1"
"2","1212","25","1"
"81","1890","7","1"
"77","612","46","1"
"26","1177","38","1"
"84","1115","26","1"
"23","506","49","1"
"76","479","24","1"
"78","1470","39","1"
"54","1549","7","1"
"9","469","32","1"
"82","1737","69","1"
"43","1859","1","1"
"17","1493","44","1"
"57","30","52","1"
"49","1316","4","1"
"74","177","24","1"
"28","712","53","1"
"87","151","32","1"
"28","1594","35","1"
"13","1891","43","1"
"27","1966","29","1"
"24","1656","25","1"
"0","1209","17","1"
"10","254","44","1"
"93","1537","77","1"
"16","1613","2","1"
"6","535","16","1"
"59","1173","51","1"
"24","133","13","1"
"59","1875","22","1"
"73","140","58","1"
"17","1378","9","1"
"38","647","7","1"
"11","458","9","1"
"88","1526","1","1"
"38","1304","28","1"
"74","1078","12","1"
"69","91","38","1"
"23","1642","16","1"
"41","686","35","1"
"68","48","1","1"
"29","1883","15","1"
"38","20","22","1"
"51","1619","54","1"
"8","356","1","1"
"39","657","3","1"
"1","1503","15","1"
"68","575","35","1"
"81","1040","31","1"
"66","1127","36","1"
"97","1115","29","1"
"75","827","2","1"
"24","87","6","1"
"63","506","28","1"
"2","1847","2","1"
"42","1935","27","1"
"61","1810","1","1"
"52","1981","4","1"
"72","70","14","1"
"80","146","11","1"
"49","911","11","1"
"40","1725","23","1"
"78","1513","28","1"
"88","815","16","1"
"49","790","6","1"
"7","889","7","1"
"80","1110","9","1"
"27","516","15","1"
"92","1785","22","1"
"45","928","45","1"
"55","1833","45","1"
"87","93","3","1"
"33","1531","25","1"
"43","185","61","1"
"87","1781","5","1"
"67","1463","19","1"
"43","546","50","1"
"52","1347","38","1"
"68","655","17","1"
"67","1726","30","1"
"32","931","64","1"
"62","1356","23","1"
"60","145","10","1"
"25","1350","30","1"
"36","527","66","1"
"76","1296","2","1"
"98","281","29","1"
"31","1077","17","1"
"37","1328","5","1"
"39","778","45","1"
"10","769","27","1"
"61","1146","22","1"
"27","896","26","1"
"29","1617","58","1"
"22","1360","42","1"
"15","1651","20","1"
"51","379","2","1"
"69","1389","25","1"
"6","428","17","1"
"64","742","4","1"
"46","214","12","1"
"95","873","64","1"
"81","838","1","1"
"83","1311","69","1"
"39","498","65","1"
"41","26","7","1"
"65","455","35","1"
"37","1455","52","1"
"27","363","31","1"
"15","1544","6","1"
"20","688","8","1"
"30","1081","16","1"
"98","45","11","1"
"46","1817","8","1"
"41","13","6","1"
"61","1148","3","1"
"14","1848","17","1"
"84","918","26","1"
"14","1679","5","1"
"18","675","22","1"
"80","1600","71","1"
"71","1460","30","1"
"21","604","25","1"
"89","1419","18","1"
"14","215","14","1"
"1","552","38","1"
"22","276","34","1"
"91","1414","12","1"
"12","350","12","1"
"61","1431","62","1"
"35","1531","17","1"
"57","1964","10","1"
"85","1300","21","1"
"14","952","44","1"
"38","605","6","1"
"77","1265","15","1"
"26","1118","69","1"
"48","332","59","1"
"28","1889","38","1"
"36","242","12","1"
"73","1048","13","1"
"57","787","6","1"
"66","1191","21","1"
"5","1049","6","1"
"84","1359","46","1"
"45","247","36","1"
"1","498","49","1"
"65","1966","14","1"
"48","210","49","1"
"8","503","7","1"
"35","494","5","1"
"38","1393","7","1"
"6","589","28","1"
"3","642","14","1"
"24","1197","8","1"
"5","38","10","1"
"69","933","60","1"
"13","1728","32","1"
"21","1318","19","1"
"70","1809","6","1"
"18","69","5","1"
"26","220","1","1"
"16","124","17","1"
"59","1700","27","1"
"62","274","59","1"
"73","1693","1","1"
"83","1769","1","1"
"61","1257","73","1"
"8","1171","43","1"
"74","266","4","1"
"65","626","40","1"
"85","1162","25","1"
"68","528","53","1"
"45","1030","34","1"
"98","1057","33","1"
"20","1626","9","1"
"86","631","11","1"
"78","1725","29","1"
"95","224","29","1"
"38","1645","11","1"
"17","1733","62","1"
"64","1898","4","1"
"94","1792","62","1"
"68","1392","18","1"
"36","465","1","1"
"45","1602","3","1"
"14","1949","1","1"
"82","1702","44","1"
"37","339","73","1"
"82","810","7","1"
"39","1213","54","1"
"93","1952","5","1"
"46","285","43","1"
"11","1610","5","1"
"78","1324","33","1"
"88","1512","33","1"
"49","1379","37","1"
"40","923","18","1"
"5","155","38","1"
"90","1766","51","1"
"93","1322","12","1"
"89","1046","30","1"
"86","705","11","1"
"18","920","48","1"
"30","361","7","1"
"10","1241","5","1"
"3","1486","27","1"
"88","1924","61","1"
"42","621","13","1"
"2","1464","34","1"
"33","1672","18","1"
"52","68","3","1"
"72","1729","3","1"
"20","206","4","1"
"15","46","1","1"
"7","1413","35","1"
"94","364","3","1"
"35","683","33","1"
"9","1230","3","1"
"13","638","2","1"
"30","1861","32","1"
"27","561","13","1"
"17","1183","14","1"
"20","388","34","1"
"39","825","46","1"
"51","1893","65","1"
"80","1742","8","1"
"0","575","24","1"
"85","356","4","1"
"7","1747","10","1"
"21","364","37","1"
"51","623","36","1"
"85","626","1","1"
"19","1340","5","1"
"55","598","12","1"
"44","1722","12","1"
"44","116","10","1"
"53","664","4","1"
"40","1016","53","1"
"94","1771","47","1"
"48","1365","5","1"
"12","1440","36","1"
"83","1988","1","1"
"86","593","3","1"
"41","192","24","1"
"45","1379","26","1"
"47","592","2","1"
"20","387","4","1"
"70","693","51","1"
"82","1196","28","1"
"15","992","17","1"
"55","1671","27","1"
"92","1613","1","1"
"80","283","4","1"
"76","1022","17","1"
"34","1053","40","1"
"37","895","38","1"
"11","406","24","1"
"89","1514","43","1"
"32","482","8","1"
"77","1309","3","1"
"6","1097","56","1"
"72","801","38","1"
"1","1986","20","1"
"27","576","13","1"
"52","1998","34","1"
"50","990","45","1"
"90","1123","43","1"
"91","1742","44","1"
"54","1683","46","1"
"63","985","50","1"
"70","545","13","1"
"39","534","5","1"
"63","847","91","1"
"10","87","7","1"
"8","1482","1","1"
"55","279","44","1"
"75","1928","32","1"
"18","984","13","1"
"33","1166","72","1"
"52","1117","27","1"
"34","341","27","1"
"72","234","27","1"
"33","630","17","1"
"93","351","21","1"
"66","30","45","1"
"38","915","7","1"
"55","968","2","1"
"53","1375","15","1"
"94","496","68","1"
"57","1257","62","1"
"45","1862","1","1"
"64","296","45","1"
"12","749","17","1"
"12","1677","18","1"
"22","1583","2","1"
"67","1328","25","1"
"40","633","34","1"
"63","1072","46","1"
"84","1296","3","1"
"51","614","7","1"
"36","873","20","1"
"33","1188","20","1"
"58","1206","6","1"
"97","67","15","1"
"48","664","38","1"
"23","1654","12","1"
"65","994","19","1"
"99","1945","19","1"
"55","1462","39","1"
"0","1405","18","1"
"14","797","6","1"
"65","283","1","1"
"82","1066","31","1"
"69","1041","16","1"
"56","952","40","1"
"96","789","22","1"
"12","734","30","1"
"88","939","18","1"
"0","661","15","1"
"4","598","18","1"
"39","133","17","1"
"67","1352","75","1"
"94","633","60","1"
"61","616","17","1"
"0","1153","12","1"
"29","1232","7","1"
"99","1418","20","1"
"14","528","86","1"
"1","1264","6","1"
"10","1242","16","1"
"68","1248","3","1"
"7","817","5","1"
"2","1784","27","1"
"10","134","22","1"
"59","1838","63","1"
"77","1857","62","1"
"12","1328","25","1"
"43","518","30","1"
"58","1791","11","1"
"82","551","23","1"
"59","1643","5","1"
"92","1515","6","1"
"89","645","1","1"
"9","1991","54","1"
"8","1092","40","1"
"33","573","4","1"
"23","1826","12","1"
"93","1067","69","1"
"50","1951","2","1"
"93","1047","15","1"
"29","236","3","1"
"40","1784","20","1"
"5","443","32","1"
"8","1993","8","1"
"97","562","8","1"
"20","215","32","1"
"65","1541","22","1"
"85","1297","1","1"
"54","1387","10","1"
"74","1974","38","1"
"97","1848","27","1"
"0","1497","35","1"
"32","1886","10","1"
"7","56","16","1"
"80","1076","5","1"
"20","579","2","1"
"3","1473","2","1"
"7","743","3","1"
"62","1883","13","1"
"16","747","60","1"
"68","519","19","1"
"82","1640","32","1"
"14","503","17","1"
"29","890","3","1"
"44","1738","27","1"
"88","534","52","1"
"2","1497","74","1"
"42","1561","12","1"
"64","750","4","1"
"75","1980","45","1"
"86","112","36","1"
"68","592","14","1"
"2","1643","91","1"
"94","507","29","1"
"68","1176","8","1"
"14","1363","37","1"
"8","655","24","1"
"20","1818","91","1"
"58","171","32","1"
"8","1716","3","1"
"87","1726","18","1"
"57","1188","18","1"
"50","1628","18","1"
"97","802","15","1"
"81","789","17","1"
"45","872","77","1"
"59","1195","22","1"
"26","1792","58","1"
"29","1511","3","1"
"34","1088","1","1"
"83","1093","9","1"
"84","365","32","1"
"66","21","11","1"
"44","1652","2","1"
"77","622","9","1"
"30","202","21","1"
"42","1168","56","1"
"64","1355","61","1"
"30","1578","5","1"
"87","1943","3","1"
"4","191","35","1"
"41","84","41","1"
"50","1372","3","1"
"63","1750","13","1"
"67","1628","13","1"
"61","314","78","1"
"12","1535","59","1"
"24","1967","1","1"
"28","1081","8","1"
"24","1108","54","1"
"11","1467","8","1"
"51","563","68","1"
"49","1198","6","1"
"75","274","27","1"
"3","531","27","1"
"89","881","53","1"
"75","1734","6","1"
"10","1920","55","1"
"65","1820","27","1"
"52","1127","31","1"
"50","976","3","1"
"83","1032","1","1"
"45","952","61","1"
"56","1378","13","1"
"73","13","13","1"
"29","1847","2","1"
"3","1598","37","1"
"98","291","5","1"
"37","436","20","1"
"76","949","49","1"
"43","888","56","1"
"62","698","13","1"
"4","1092","12","1"
"81","1691","15","1"
"32","1350","5","1"
"81","757","8","1"
"34","290","5","1"
"8","1235","40","1"
"20","1295","77","1"
"5","1223","5","1"
"42","196","23","1"
"39","1208","1","1"
"72","1619","37","1"
"90","896","31","1"
"45","872","6","1"
"13","1550","1","1"
"43","1319","20","1"
"5","56","41","1"
"61","1839","33","1"
"61","25","2","1"
"39","597","31","1"
"53","850","10","1"
"15","1070","11","1"
"73","391","2","1"
"22","886","1","1"
"85","1540","38","1"
"48","589","67","1"
"65","511","34","1"
"39","116","23","1"
"66","653","12","1"
"83","1389","35","1"
"85","460","2","1"
"47","618","24","1"
"90","438","36","1"
"60","1367","30","1"
"30","22","35","1"
"70","1279","36","1"
"76","1724","24","1"
"26","1621","7","1"
"52","1775","16","1"
"81","206","12","1"
"6","541","63","1"
"1","1763","13","1"
"38","819","6","1"
"43","1610","19","1"
"32","1901","22","1"
"64","710","23","1"
"37","1875","13","1"
"73","1510","74","1"
"32","914","3","1"
"32","14","36","1"
"37","175","7","1"
"34","1787","34","1"
"86","767","19","1"
"87","38","61","1"
"1","317","71","1"
"92","249","59","1"
"37","1283","1","1"
"49","1128","12","1"
"41","907","33","1"
"29","643","3","1"
"48","1291","51","1"
"27","1303","18","1"
"85","1548","49","1"
"0","1834","13","1"
"17","1205","13","1"
"57","424","11","1"
"15","345","4","1"
"45","1259","47","1"
"4","303","30","1"
"9","255","2","1"
"44","451","44","1"
"98","790","1","1"
"81","355","4","1"
"93","1659","2","1"
"78","680","1","1"
"53","222","28","1"
"42","1437","1","1"
"49","1065","2","1"
"90","35","65","1"
"7","1772","15","1"
"85","752","16","1"
"19","1867","4","1"
"69","1674","62","1"
"30","1450","3","1"
"50","1532","40","1"
"99","1885","21","1"
"11","1873","11","1"
"77","1424","30","1"
"29","233","7","1"
"32","1729","7","1"
"0","1351","4","1"
"62","656","16","1"
"81","1236","13","1"
"75","484","75","1"
"28","1863","14","1"
"35","1160","7","1"
"38","1575","8","1"
"83","415","11","1"
"22","1850","75","1"
"39","39","1","1"
"9","1113","9","1"
"15","1026","17","1"
"28","1322","6","1"
"54","1540","36","1"
"76","882","26","1"
"51","1792","11","1"
"22","1875","15","1"
"96","1451","74","1"
"78","1886","50","1"
"49","892","59","1"
"1","495","33","1"
"9","1813","30","1"
"95","1349","16","1"
"80","481","1","1"
"24","1684","85","1"
"34","1992","6","1"
"99","749","15","1"
"29","651","3","1"
"64","640","72","1"
"12","1781","14","1"
"8","1688","5","1"
"30","826","1","1"
"37","984","15","1"
"86","708","69","1"
"87","215","35","1"
"90","844","18","1"
"88","418","32","1"
"50","1517","79","1"
"26","730","7","1"
"62","725","1","1"
"16","1963","4","1"
"97","820","28","1"
"36","1388","12","1"
"34","661","75","1"
"21","645","14","1"
"20","1193","40","1"
"21","1709","54","1"
"36","1164","17","1"
"51","1286","13","1"
"28","848","24","1"
"6","1544","20","1"
"57","59","9","1"
"79","1915","3","1"
"87","326","16","1"
"50","1224","4","1"
"30","792","11","1"
"42","1850","14","1"
"43","1409","12","1"
"26","812","52","1"
"70","1320","1","1"
"59","800","66","1"
"26","868","1","1"
"53","207","18","1"
"29","1634","6","1"
"0","1809","18","1"
"20","316","28","1"
"55","1938","5","1"
"58","876","74","1"
"82","1993","50","1"
"69","1361","48","1"
"25","67","38","1"
"93","1246","14","1"
"10","90","3","1"
"84","616","10","1"
"97","1589","10","1"
"64","1560","23","1"
"94","439","38","1"
"87","1072","4","1"
"10","1593","38","1"
"59","191","29","1"
"67","1519","30","1"
"3","149","5","1"
"38","1276","1","1"
"41","1577","68","1"
"34","1818","71","1"
"28","111","19","1"
"69","1945","19","1"
"52","423","1","1"
"7","1155","51","1"
"56","1107","26","1"
"32","1404","36","1"
"32","1472","81","1"
"56","1887","63","1"
"58","1314","23","1"
"67","64","46","1"
"5","1113","40","1"
"92","1137","1","1"
"65","1438","5","1"
"59","390","46","1"
"44","1656","16","1"
"77","1950","59","1"
"17","1118","17","1"
"89","130","25","1"
"55","348","14","1"
"56","1963","8","1"
"8","180","46","1"
"40","1594","20","1"
"66","1413","42","1"
"50","405","67","1"
"67","749","30","1"
"8","554","1","1"
"40","253","84","1"
"73","26","27","1"
"27","1396","2","1"
"84","260","46","1"
"56","94","25","1"
"75","1532","13","1"
"77","1141","54","1"
"82","48","43","1"
"67","1179","13","1"
"2","816","54","1"
"93","1547","4","1"
"82","1971","3","1"
"28","1765","20","1"
"51","405","58","1"
"29","94","21","1"
"90","800","4","1"
"25","965","4","1"
"72","584","70","1"
"99","1862","1","1"
"76","141","9","1"
"18","1936","28","1"
"1","1518","42","1"
"77","1680","88","1"
"76","1781","14","1"
"56","1687","5","1"
"23","254","25","1"
"38","704","53","1"
"31","1813","9","1"
"79","863","42","1"
"51","1972","1","1"
"40","1188","1","1"
"14","1947","5","1"
"25","1931","1","1"
"19","1468","3","1"
"83","1744","6","1"
"84","145","20","1"
"30","1056","9","1"
"35","1793","3","1"
"86","414","2","1"
"0","337","56","1"
"40","1422","9","1"
"51","1548","39","1"
"26","94","15","1"
"9","131","3","1"
"83","845","3","1"
"45","732","55","1"
"21","472","36","1"
"98","1298","8","1"
"14","920","15","1"
"17","1309","5","1"
"39","1490","29","1"
"91","355","28","1"
"15","280","51","1"
"5","199","16","1"
"46","931","58","1"
"49","1274","17","1"
"1","429","38","1"
"98","1367","11","1"
"57","1572","4","1"
"38","366","28","1"
"16","116","18","1"
"87","1511","7","1"
"56","1665","2","1"
"17","616","7","1"
"18","553","23","1"
"59","186","7","1"
"52","1650","1","1"
"68","1940","3","1"
"89","1934","5","1"
"78","1536","54","1"
"91","1019","20","1"
"75","1216","1","1"
"21","1659","31","1"
"41","1285","49","1"
"45","1719","4","1"
"99","1770","11","1"
"31","1589","10","1"
"24","1790","7","1"
"14","483","28","1"
"88","453","37","1"
"7","106","15","1"
"81","1089","84","1"
"43","1756","86","1"
"62","1285","5","1"
"96","1515","4","1"
"33","1257","61","1"
"97","94","3","1"
"9","536","3","1"
"89","237","2","1"
"23","1862","1","1"
"45","872","55","1"
"4","866","5","1"
"84","1288","33","1"
"70","1497","80","1"
"3","12","31","1"
"74","962","37","1"
"12","1895","1","1"
"47","1447","46","1"
"41","1980","10","1"
"67","1618","17","1"
